year,county_name,county_fips,candidate,party,candidatevotes,totalvotes,district,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,AV0AA,B78AA,AV1AA,AV1AB,AT5AA,AT5AB,AL8AA,AL8AB,AL8AC,AL8AD,AL8AE,AL8AF,AL8AG,AL8AH,AL9AA,AL9AB,AL9AC,AL9AD,AL9AE,AL9AF,AL9AG,AL9AH,AL9AI,AL9AJ,AK7AA,AK7AB,AK7AC,AK7AD,AK7AE,AK7AF,AB9AA,AB9AB,AB9AC,AB9AD,AB9AE,AB9AF,AB9AG,AB9AH,AB9AI,AB9AJ,AB9AK,AB9AL,AB9AM,AB9AN,AB9AO,AB9AP,AB9AQ,AB9AR,AB9AS,AB9AT,AB9AU,AB9AV,AB9AW,AB9AX,AB9AY,AJ6AA,AJ6AB,AJ6AC,AJ6AD,AJ6AE,AJ6AF,AJ6AG,AJ6AH,AJ6AI,AJ6AJ,AJ6AK,AJ6AL,AJ6AM,AJ6AN,AJ6AO,AJ6AP,AJ6AQ,AJ6AR,AJ6AS,AJ6AT,AJ6AU,AJ6AV,AJ6AW,AJ6AX,AJ6AY,AJ6AZ,AJ6BA,AJ6BB,AJ6BC,AJ6BD,B69AA,B69AB,B69AC,B84AA,B84AB,B84AC,B84AD,B84AE,B84AF,A63AA,A63AB,A63AC,A63AD,A63AE,A63AF,BS4AA,BS4AB,BS4AC,BS4AD,BS4AE,BS4AF,BS4AG,BS4AH,BS4AI,BS4AJ,BS4AK,BS4AL,A67AA,A67AB,A67AC,A67AD,A67AE,A67AF,A67AG,A67AH,A67AI,A67AJ,A67AK,A67AL,C54AA,C54AB,C54AC,C54AD,C54AE,C54AF,C54AG,C54AH,C54AI,C50AA,C50AB,C50AC,C50AD,C50AE,C50AF,C50AG,C50AH,C98AA,BS7AA,BS7AB,BS7AC,BS7AD,B79AA,A88AA,A88AB,A88AC,A88AD,A88AE,AB2AA,BD5AA,AX6AA,CL6AA,AX7AA,AX7AB,BV8AA,BV8AB
2020,KING WILLIAM,51101,JO JORGENSEN,LIBERTARIAN,38,10737,1,HANOVER,CAROLINE,KING AND QUEEN,GLOUCESTER,NEW KENT,,,,,,,,16688.0,16688.0,8160.0,8528.0,16349.0,339.0,12328.0,3913.0,1323.0,530.0,1672.0,388.0,108.0,,12328.0,3913.0,1323.0,530.0,1672.0,388.0,108.0,0.0,0.0,108.0,76.0,107.0,68.0,0.0,88.0,,0.0,0.0,47.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,107.0,68.0,0.0,0.0,0.0,8.0,80.0,,0.0,0.0,0.0,0.0,47.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,107.0,68.0,0.0,0.0,0.0,8.0,80.0,,399.0,8687.0,2417.0,8626.0,0.0,8626.0,8277.0,349.0,4722.0,330.0,720.0,1781.0,1789.0,3595.0,411.0,4482.0,0.0,4482.0,4229.0,253.0,1950.0,4144.0,0.0,4144.0,4048.0,96.0,2772.0,186.0,406.0,926.0,919.0,1806.0,239.0,144.0,314.0,855.0,870.0,1789.0,172.0,7582.0,15.0,15.0,0.0,0.0,0.0,51.0,73.0,490.0,118.0,419.0,439.0,305.0,922.0,2389.0,2004.0,1125.0,301830.0,134.0,96.0,408.0,5440.0,66987.0,34.0,41.0,171.0,1026.0,3442.0,75326.0,30704.0,16610.0,1400.0,1400.0,15210.0,90.0,2471.0
2020,KING WILLIAM,51101,JO JORGENSEN,LIBERTARIAN,102,10737,1,HANOVER,CAROLINE,KING AND QUEEN,GLOUCESTER,NEW KENT,,,,,,,,16688.0,16688.0,8160.0,8528.0,16349.0,339.0,12328.0,3913.0,1323.0,530.0,1672.0,388.0,108.0,,12328.0,3913.0,1323.0,530.0,1672.0,388.0,108.0,0.0,0.0,108.0,76.0,107.0,68.0,0.0,88.0,,0.0,0.0,47.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,107.0,68.0,0.0,0.0,0.0,8.0,80.0,,0.0,0.0,0.0,0.0,47.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,107.0,68.0,0.0,0.0,0.0,8.0,80.0,,399.0,8687.0,2417.0,8626.0,0.0,8626.0,8277.0,349.0,4722.0,330.0,720.0,1781.0,1789.0,3595.0,411.0,4482.0,0.0,4482.0,4229.0,253.0,1950.0,4144.0,0.0,4144.0,4048.0,96.0,2772.0,186.0,406.0,926.0,919.0,1806.0,239.0,144.0,314.0,855.0,870.0,1789.0,172.0,7582.0,15.0,15.0,0.0,0.0,0.0,51.0,73.0,490.0,118.0,419.0,439.0,305.0,922.0,2389.0,2004.0,1125.0,301830.0,134.0,96.0,408.0,5440.0,66987.0,34.0,41.0,171.0,1026.0,3442.0,75326.0,30704.0,16610.0,1400.0,1400.0,15210.0,90.0,2471.0
2020,KING WILLIAM,51101,JO JORGENSEN,LIBERTARIAN,2,10737,1,HANOVER,CAROLINE,KING AND QUEEN,GLOUCESTER,NEW KENT,,,,,,,,16688.0,16688.0,8160.0,8528.0,16349.0,339.0,12328.0,3913.0,1323.0,530.0,1672.0,388.0,108.0,,12328.0,3913.0,1323.0,530.0,1672.0,388.0,108.0,0.0,0.0,108.0,76.0,107.0,68.0,0.0,88.0,,0.0,0.0,47.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,107.0,68.0,0.0,0.0,0.0,8.0,80.0,,0.0,0.0,0.0,0.0,47.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,107.0,68.0,0.0,0.0,0.0,8.0,80.0,,399.0,8687.0,2417.0,8626.0,0.0,8626.0,8277.0,349.0,4722.0,330.0,720.0,1781.0,1789.0,3595.0,411.0,4482.0,0.0,4482.0,4229.0,253.0,1950.0,4144.0,0.0,4144.0,4048.0,96.0,2772.0,186.0,406.0,926.0,919.0,1806.0,239.0,144.0,314.0,855.0,870.0,1789.0,172.0,7582.0,15.0,15.0,0.0,0.0,0.0,51.0,73.0,490.0,118.0,419.0,439.0,305.0,922.0,2389.0,2004.0,1125.0,301830.0,134.0,96.0,408.0,5440.0,66987.0,34.0,41.0,171.0,1026.0,3442.0,75326.0,30704.0,16610.0,1400.0,1400.0,15210.0,90.0,2471.0
2020,KING WILLIAM,51101,OTHER,OTHER,6,10737,1,HANOVER,CAROLINE,KING AND QUEEN,GLOUCESTER,NEW KENT,,,,,,,,16688.0,16688.0,8160.0,8528.0,16349.0,339.0,12328.0,3913.0,1323.0,530.0,1672.0,388.0,108.0,,12328.0,3913.0,1323.0,530.0,1672.0,388.0,108.0,0.0,0.0,108.0,76.0,107.0,68.0,0.0,88.0,,0.0,0.0,47.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,107.0,68.0,0.0,0.0,0.0,8.0,80.0,,0.0,0.0,0.0,0.0,47.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,107.0,68.0,0.0,0.0,0.0,8.0,80.0,,399.0,8687.0,2417.0,8626.0,0.0,8626.0,8277.0,349.0,4722.0,330.0,720.0,1781.0,1789.0,3595.0,411.0,4482.0,0.0,4482.0,4229.0,253.0,1950.0,4144.0,0.0,4144.0,4048.0,96.0,2772.0,186.0,406.0,926.0,919.0,1806.0,239.0,144.0,314.0,855.0,870.0,1789.0,172.0,7582.0,15.0,15.0,0.0,0.0,0.0,51.0,73.0,490.0,118.0,419.0,439.0,305.0,922.0,2389.0,2004.0,1125.0,301830.0,134.0,96.0,408.0,5440.0,66987.0,34.0,41.0,171.0,1026.0,3442.0,75326.0,30704.0,16610.0,1400.0,1400.0,15210.0,90.0,2471.0
2020,KING WILLIAM,51101,OTHER,OTHER,8,10737,1,HANOVER,CAROLINE,KING AND QUEEN,GLOUCESTER,NEW KENT,,,,,,,,16688.0,16688.0,8160.0,8528.0,16349.0,339.0,12328.0,3913.0,1323.0,530.0,1672.0,388.0,108.0,,12328.0,3913.0,1323.0,530.0,1672.0,388.0,108.0,0.0,0.0,108.0,76.0,107.0,68.0,0.0,88.0,,0.0,0.0,47.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,107.0,68.0,0.0,0.0,0.0,8.0,80.0,,0.0,0.0,0.0,0.0,47.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,107.0,68.0,0.0,0.0,0.0,8.0,80.0,,399.0,8687.0,2417.0,8626.0,0.0,8626.0,8277.0,349.0,4722.0,330.0,720.0,1781.0,1789.0,3595.0,411.0,4482.0,0.0,4482.0,4229.0,253.0,1950.0,4144.0,0.0,4144.0,4048.0,96.0,2772.0,186.0,406.0,926.0,919.0,1806.0,239.0,144.0,314.0,855.0,870.0,1789.0,172.0,7582.0,15.0,15.0,0.0,0.0,0.0,51.0,73.0,490.0,118.0,419.0,439.0,305.0,922.0,2389.0,2004.0,1125.0,301830.0,134.0,96.0,408.0,5440.0,66987.0,34.0,41.0,171.0,1026.0,3442.0,75326.0,30704.0,16610.0,1400.0,1400.0,15210.0,90.0,2471.0
2020,KING WILLIAM,51101,OTHER,OTHER,1,10737,1,HANOVER,CAROLINE,KING AND QUEEN,GLOUCESTER,NEW KENT,,,,,,,,16688.0,16688.0,8160.0,8528.0,16349.0,339.0,12328.0,3913.0,1323.0,530.0,1672.0,388.0,108.0,,12328.0,3913.0,1323.0,530.0,1672.0,388.0,108.0,0.0,0.0,108.0,76.0,107.0,68.0,0.0,88.0,,0.0,0.0,47.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,107.0,68.0,0.0,0.0,0.0,8.0,80.0,,0.0,0.0,0.0,0.0,47.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,107.0,68.0,0.0,0.0,0.0,8.0,80.0,,399.0,8687.0,2417.0,8626.0,0.0,8626.0,8277.0,349.0,4722.0,330.0,720.0,1781.0,1789.0,3595.0,411.0,4482.0,0.0,4482.0,4229.0,253.0,1950.0,4144.0,0.0,4144.0,4048.0,96.0,2772.0,186.0,406.0,926.0,919.0,1806.0,239.0,144.0,314.0,855.0,870.0,1789.0,172.0,7582.0,15.0,15.0,0.0,0.0,0.0,51.0,73.0,490.0,118.0,419.0,439.0,305.0,922.0,2389.0,2004.0,1125.0,301830.0,134.0,96.0,408.0,5440.0,66987.0,34.0,41.0,171.0,1026.0,3442.0,75326.0,30704.0,16610.0,1400.0,1400.0,15210.0,90.0,2471.0
2020,KING WILLIAM,51101,DONALD TRUMP,REPUBLICAN,2735,10737,1,HANOVER,CAROLINE,KING AND QUEEN,GLOUCESTER,NEW KENT,,,,,,,,16688.0,16688.0,8160.0,8528.0,16349.0,339.0,12328.0,3913.0,1323.0,530.0,1672.0,388.0,108.0,,12328.0,3913.0,1323.0,530.0,1672.0,388.0,108.0,0.0,0.0,108.0,76.0,107.0,68.0,0.0,88.0,,0.0,0.0,47.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,107.0,68.0,0.0,0.0,0.0,8.0,80.0,,0.0,0.0,0.0,0.0,47.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,107.0,68.0,0.0,0.0,0.0,8.0,80.0,,399.0,8687.0,2417.0,8626.0,0.0,8626.0,8277.0,349.0,4722.0,330.0,720.0,1781.0,1789.0,3595.0,411.0,4482.0,0.0,4482.0,4229.0,253.0,1950.0,4144.0,0.0,4144.0,4048.0,96.0,2772.0,186.0,406.0,926.0,919.0,1806.0,239.0,144.0,314.0,855.0,870.0,1789.0,172.0,7582.0,15.0,15.0,0.0,0.0,0.0,51.0,73.0,490.0,118.0,419.0,439.0,305.0,922.0,2389.0,2004.0,1125.0,301830.0,134.0,96.0,408.0,5440.0,66987.0,34.0,41.0,171.0,1026.0,3442.0,75326.0,30704.0,16610.0,1400.0,1400.0,15210.0,90.0,2471.0
2020,KING WILLIAM,51101,DONALD TRUMP,REPUBLICAN,4549,10737,1,HANOVER,CAROLINE,KING AND QUEEN,GLOUCESTER,NEW KENT,,,,,,,,16688.0,16688.0,8160.0,8528.0,16349.0,339.0,12328.0,3913.0,1323.0,530.0,1672.0,388.0,108.0,,12328.0,3913.0,1323.0,530.0,1672.0,388.0,108.0,0.0,0.0,108.0,76.0,107.0,68.0,0.0,88.0,,0.0,0.0,47.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,107.0,68.0,0.0,0.0,0.0,8.0,80.0,,0.0,0.0,0.0,0.0,47.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,107.0,68.0,0.0,0.0,0.0,8.0,80.0,,399.0,8687.0,2417.0,8626.0,0.0,8626.0,8277.0,349.0,4722.0,330.0,720.0,1781.0,1789.0,3595.0,411.0,4482.0,0.0,4482.0,4229.0,253.0,1950.0,4144.0,0.0,4144.0,4048.0,96.0,2772.0,186.0,406.0,926.0,919.0,1806.0,239.0,144.0,314.0,855.0,870.0,1789.0,172.0,7582.0,15.0,15.0,0.0,0.0,0.0,51.0,73.0,490.0,118.0,419.0,439.0,305.0,922.0,2389.0,2004.0,1125.0,301830.0,134.0,96.0,408.0,5440.0,66987.0,34.0,41.0,171.0,1026.0,3442.0,75326.0,30704.0,16610.0,1400.0,1400.0,15210.0,90.0,2471.0
2020,KING WILLIAM,51101,DONALD TRUMP,REPUBLICAN,36,10737,1,HANOVER,CAROLINE,KING AND QUEEN,GLOUCESTER,NEW KENT,,,,,,,,16688.0,16688.0,8160.0,8528.0,16349.0,339.0,12328.0,3913.0,1323.0,530.0,1672.0,388.0,108.0,,12328.0,3913.0,1323.0,530.0,1672.0,388.0,108.0,0.0,0.0,108.0,76.0,107.0,68.0,0.0,88.0,,0.0,0.0,47.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,107.0,68.0,0.0,0.0,0.0,8.0,80.0,,0.0,0.0,0.0,0.0,47.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,107.0,68.0,0.0,0.0,0.0,8.0,80.0,,399.0,8687.0,2417.0,8626.0,0.0,8626.0,8277.0,349.0,4722.0,330.0,720.0,1781.0,1789.0,3595.0,411.0,4482.0,0.0,4482.0,4229.0,253.0,1950.0,4144.0,0.0,4144.0,4048.0,96.0,2772.0,186.0,406.0,926.0,919.0,1806.0,239.0,144.0,314.0,855.0,870.0,1789.0,172.0,7582.0,15.0,15.0,0.0,0.0,0.0,51.0,73.0,490.0,118.0,419.0,439.0,305.0,922.0,2389.0,2004.0,1125.0,301830.0,134.0,96.0,408.0,5440.0,66987.0,34.0,41.0,171.0,1026.0,3442.0,75326.0,30704.0,16610.0,1400.0,1400.0,15210.0,90.0,2471.0
2000,LANCASTER,51103,AL GORE,DEMOCRAT,1937,5455,1,NORTHUMBERLAND,RICHMOND,ESSEX,MIDDLESEX,ACCOMACK,NORTHAMPTON,,,,,,,11567.0,11567.0,5374.0,6193.0,11366.0,201.0,7398.0,3895.0,1335.0,515.0,1868.0,177.0,73.0,,7398.0,3895.0,1335.0,515.0,1868.0,177.0,73.0,11.0,0.0,62.0,121.0,51.0,0.0,0.0,29.0,0.0,0.0,6.0,64.0,0.0,0.0,12.0,14.0,0.0,7.0,0.0,0.0,0.0,6.0,12.0,0.0,11.0,7.0,33.0,0.0,0.0,0.0,0.0,23.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.0,5795.0,2165.0,4682.0,0.0,4682.0,4381.0,301.0,4934.0,213.0,278.0,674.0,1186.0,1875.0,456.0,2390.0,0.0,2390.0,2251.0,139.0,1940.0,2292.0,0.0,2292.0,2130.0,162.0,2994.0,110.0,120.0,367.0,568.0,942.0,283.0,103.0,158.0,307.0,618.0,933.0,173.0,3876.0,74.0,64.0,10.0,0.0,0.0,81.0,78.0,162.0,220.0,716.0,725.0,587.0,760.0,587.0,136.0,378.0,96835.0,665.0,343.0,805.0,3199.0,33239.0,307.0,110.0,506.0,1004.0,1549.0,42957.0,24663.0,11181.0,1399.0,1399.0,9782.0,335.0,2645.0
2000,LANCASTER,51103,GEORGE W. BUSH,REPUBLICAN,3411,5455,1,NORTHUMBERLAND,RICHMOND,ESSEX,MIDDLESEX,ACCOMACK,NORTHAMPTON,,,,,,,11567.0,11567.0,5374.0,6193.0,11366.0,201.0,7398.0,3895.0,1335.0,515.0,1868.0,177.0,73.0,,7398.0,3895.0,1335.0,515.0,1868.0,177.0,73.0,11.0,0.0,62.0,121.0,51.0,0.0,0.0,29.0,0.0,0.0,6.0,64.0,0.0,0.0,12.0,14.0,0.0,7.0,0.0,0.0,0.0,6.0,12.0,0.0,11.0,7.0,33.0,0.0,0.0,0.0,0.0,23.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.0,5795.0,2165.0,4682.0,0.0,4682.0,4381.0,301.0,4934.0,213.0,278.0,674.0,1186.0,1875.0,456.0,2390.0,0.0,2390.0,2251.0,139.0,1940.0,2292.0,0.0,2292.0,2130.0,162.0,2994.0,110.0,120.0,367.0,568.0,942.0,283.0,103.0,158.0,307.0,618.0,933.0,173.0,3876.0,74.0,64.0,10.0,0.0,0.0,81.0,78.0,162.0,220.0,716.0,725.0,587.0,760.0,587.0,136.0,378.0,96835.0,665.0,343.0,805.0,3199.0,33239.0,307.0,110.0,506.0,1004.0,1549.0,42957.0,24663.0,11181.0,1399.0,1399.0,9782.0,335.0,2645.0
2000,LANCASTER,51103,RALPH NADER,GREEN,88,5455,1,NORTHUMBERLAND,RICHMOND,ESSEX,MIDDLESEX,ACCOMACK,NORTHAMPTON,,,,,,,11567.0,11567.0,5374.0,6193.0,11366.0,201.0,7398.0,3895.0,1335.0,515.0,1868.0,177.0,73.0,,7398.0,3895.0,1335.0,515.0,1868.0,177.0,73.0,11.0,0.0,62.0,121.0,51.0,0.0,0.0,29.0,0.0,0.0,6.0,64.0,0.0,0.0,12.0,14.0,0.0,7.0,0.0,0.0,0.0,6.0,12.0,0.0,11.0,7.0,33.0,0.0,0.0,0.0,0.0,23.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.0,5795.0,2165.0,4682.0,0.0,4682.0,4381.0,301.0,4934.0,213.0,278.0,674.0,1186.0,1875.0,456.0,2390.0,0.0,2390.0,2251.0,139.0,1940.0,2292.0,0.0,2292.0,2130.0,162.0,2994.0,110.0,120.0,367.0,568.0,942.0,283.0,103.0,158.0,307.0,618.0,933.0,173.0,3876.0,74.0,64.0,10.0,0.0,0.0,81.0,78.0,162.0,220.0,716.0,725.0,587.0,760.0,587.0,136.0,378.0,96835.0,665.0,343.0,805.0,3199.0,33239.0,307.0,110.0,506.0,1004.0,1549.0,42957.0,24663.0,11181.0,1399.0,1399.0,9782.0,335.0,2645.0
2000,LANCASTER,51103,OTHER,OTHER,19,5455,1,NORTHUMBERLAND,RICHMOND,ESSEX,MIDDLESEX,ACCOMACK,NORTHAMPTON,,,,,,,11567.0,11567.0,5374.0,6193.0,11366.0,201.0,7398.0,3895.0,1335.0,515.0,1868.0,177.0,73.0,,7398.0,3895.0,1335.0,515.0,1868.0,177.0,73.0,11.0,0.0,62.0,121.0,51.0,0.0,0.0,29.0,0.0,0.0,6.0,64.0,0.0,0.0,12.0,14.0,0.0,7.0,0.0,0.0,0.0,6.0,12.0,0.0,11.0,7.0,33.0,0.0,0.0,0.0,0.0,23.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.0,5795.0,2165.0,4682.0,0.0,4682.0,4381.0,301.0,4934.0,213.0,278.0,674.0,1186.0,1875.0,456.0,2390.0,0.0,2390.0,2251.0,139.0,1940.0,2292.0,0.0,2292.0,2130.0,162.0,2994.0,110.0,120.0,367.0,568.0,942.0,283.0,103.0,158.0,307.0,618.0,933.0,173.0,3876.0,74.0,64.0,10.0,0.0,0.0,81.0,78.0,162.0,220.0,716.0,725.0,587.0,760.0,587.0,136.0,378.0,96835.0,665.0,343.0,805.0,3199.0,33239.0,307.0,110.0,506.0,1004.0,1549.0,42957.0,24663.0,11181.0,1399.0,1399.0,9782.0,335.0,2645.0
2004,LANCASTER,51103,JOHN KERRY,DEMOCRAT,2477,6230,1,NORTHUMBERLAND,RICHMOND,ESSEX,MIDDLESEX,ACCOMACK,NORTHAMPTON,,,,,,,11567.0,11567.0,5374.0,6193.0,11366.0,201.0,7398.0,3895.0,1335.0,515.0,1868.0,177.0,73.0,,7398.0,3895.0,1335.0,515.0,1868.0,177.0,73.0,11.0,0.0,62.0,121.0,51.0,0.0,0.0,29.0,0.0,0.0,6.0,64.0,0.0,0.0,12.0,14.0,0.0,7.0,0.0,0.0,0.0,6.0,12.0,0.0,11.0,7.0,33.0,0.0,0.0,0.0,0.0,23.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.0,5795.0,2165.0,4682.0,0.0,4682.0,4381.0,301.0,4934.0,213.0,278.0,674.0,1186.0,1875.0,456.0,2390.0,0.0,2390.0,2251.0,139.0,1940.0,2292.0,0.0,2292.0,2130.0,162.0,2994.0,110.0,120.0,367.0,568.0,942.0,283.0,103.0,158.0,307.0,618.0,933.0,173.0,3876.0,74.0,64.0,10.0,0.0,0.0,81.0,78.0,162.0,220.0,716.0,725.0,587.0,760.0,587.0,136.0,378.0,96835.0,665.0,343.0,805.0,3199.0,33239.0,307.0,110.0,506.0,1004.0,1549.0,42957.0,24663.0,11181.0,1399.0,1399.0,9782.0,335.0,2645.0
2004,LANCASTER,51103,GEORGE W. BUSH,REPUBLICAN,3724,6230,1,NORTHUMBERLAND,RICHMOND,ESSEX,MIDDLESEX,ACCOMACK,NORTHAMPTON,,,,,,,11567.0,11567.0,5374.0,6193.0,11366.0,201.0,7398.0,3895.0,1335.0,515.0,1868.0,177.0,73.0,,7398.0,3895.0,1335.0,515.0,1868.0,177.0,73.0,11.0,0.0,62.0,121.0,51.0,0.0,0.0,29.0,0.0,0.0,6.0,64.0,0.0,0.0,12.0,14.0,0.0,7.0,0.0,0.0,0.0,6.0,12.0,0.0,11.0,7.0,33.0,0.0,0.0,0.0,0.0,23.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.0,5795.0,2165.0,4682.0,0.0,4682.0,4381.0,301.0,4934.0,213.0,278.0,674.0,1186.0,1875.0,456.0,2390.0,0.0,2390.0,2251.0,139.0,1940.0,2292.0,0.0,2292.0,2130.0,162.0,2994.0,110.0,120.0,367.0,568.0,942.0,283.0,103.0,158.0,307.0,618.0,933.0,173.0,3876.0,74.0,64.0,10.0,0.0,0.0,81.0,78.0,162.0,220.0,716.0,725.0,587.0,760.0,587.0,136.0,378.0,96835.0,665.0,343.0,805.0,3199.0,33239.0,307.0,110.0,506.0,1004.0,1549.0,42957.0,24663.0,11181.0,1399.0,1399.0,9782.0,335.0,2645.0
2004,LANCASTER,51103,OTHER,OTHER,29,6230,1,NORTHUMBERLAND,RICHMOND,ESSEX,MIDDLESEX,ACCOMACK,NORTHAMPTON,,,,,,,11567.0,11567.0,5374.0,6193.0,11366.0,201.0,7398.0,3895.0,1335.0,515.0,1868.0,177.0,73.0,,7398.0,3895.0,1335.0,515.0,1868.0,177.0,73.0,11.0,0.0,62.0,121.0,51.0,0.0,0.0,29.0,0.0,0.0,6.0,64.0,0.0,0.0,12.0,14.0,0.0,7.0,0.0,0.0,0.0,6.0,12.0,0.0,11.0,7.0,33.0,0.0,0.0,0.0,0.0,23.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.0,5795.0,2165.0,4682.0,0.0,4682.0,4381.0,301.0,4934.0,213.0,278.0,674.0,1186.0,1875.0,456.0,2390.0,0.0,2390.0,2251.0,139.0,1940.0,2292.0,0.0,2292.0,2130.0,162.0,2994.0,110.0,120.0,367.0,568.0,942.0,283.0,103.0,158.0,307.0,618.0,933.0,173.0,3876.0,74.0,64.0,10.0,0.0,0.0,81.0,78.0,162.0,220.0,716.0,725.0,587.0,760.0,587.0,136.0,378.0,96835.0,665.0,343.0,805.0,3199.0,33239.0,307.0,110.0,506.0,1004.0,1549.0,42957.0,24663.0,11181.0,1399.0,1399.0,9782.0,335.0,2645.0
2008,LANCASTER,51103,BARACK OBAMA,DEMOCRAT,3235,6938,1,NORTHUMBERLAND,RICHMOND,ESSEX,MIDDLESEX,ACCOMACK,NORTHAMPTON,,,,,,,11371.0,11371.0,5383.0,5988.0,11158.0,213.0,7435.0,3676.0,1076.0,529.0,1829.0,242.0,47.0,,7435.0,3676.0,1076.0,529.0,1829.0,242.0,47.0,0.0,18.0,29.0,86.0,87.0,5.0,0.0,35.0,,0.0,0.0,18.0,0.0,9.0,31.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,19.0,0.0,68.0,5.0,0.0,0.0,11.0,7.0,17.0,,8.0,0.0,9.0,0.0,18.0,0.0,9.0,31.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,68.0,5.0,0.0,0.0,11.0,7.0,17.0,,441.0,6206.0,2317.0,5470.0,9.0,5461.0,5021.0,440.0,4342.0,240.0,336.0,749.0,799.0,2757.0,589.0,2692.0,9.0,2683.0,2393.0,290.0,1830.0,2778.0,0.0,2778.0,2628.0,150.0,2512.0,119.0,134.0,407.0,319.0,1359.0,354.0,121.0,202.0,342.0,480.0,1398.0,235.0,4332.0,51.0,40.0,0.0,11.0,0.0,102.0,65.0,357.0,375.0,587.0,1022.0,671.0,805.0,453.0,152.0,485.0,112090.0,349.0,270.0,682.0,4094.0,49516.0,33.0,90.0,323.0,786.0,2192.0,63517.0,30470.0,11017.0,1103.0,1103.0,9914.0,304.0,3063.0
