"YEAR","FIPS","AV0AA","B78AA","AV1AA","AV1AB","AT5AA","AT5AB","AL8AA","AL8AB","AL8AC","AL8AD","AL8AE","AL8AF","AL8AG","AL8AH","AL9AA","AL9AB","AL9AC","AL9AD","AL9AE","AL9AF","AL9AG","AL9AH","AL9AI","AL9AJ","AK7AA","AK7AB","AK7AC","AK7AD","AK7AE","AK7AF","AB9AA","AB9AB","AB9AC","AB9AD","AB9AE","AB9AF","AB9AG","AB9AH","AB9AI","AB9AJ","AB9AK","AB9AL","AB9AM","AB9AN","AB9AO","AB9AP","AB9AQ","AB9AR","AB9AS","AB9AT","AB9AU","AB9AV","AB9AW","AB9AX","AB9AY","AJ6AA","AJ6AB","AJ6AC","AJ6AD","AJ6AE","AJ6AF","AJ6AG","AJ6AH","AJ6AI","AJ6AJ","AJ6AK","AJ6AL","AJ6AM","AJ6AN","AJ6AO","AJ6AP","AJ6AQ","AJ6AR","AJ6AS","AJ6AT","AJ6AU","AJ6AV","AJ6AW","AJ6AX","AJ6AY","AJ6AZ","AJ6BA","AJ6BB","AJ6BC","AJ6BD","B69AA","B69AB","B69AC","B84AA","B84AB","B84AC","B84AD","B84AE","B84AF","A63AA","A63AB","A63AC","A63AD","A63AE","A63AF","BS4AA","BS4AB","BS4AC","BS4AD","BS4AE","BS4AF","BS4AG","BS4AH","BS4AI","BS4AJ","BS4AK","BS4AL","A67AA","A67AB","A67AC","A67AD","A67AE","A67AF","A67AG","A67AH","A67AI","A67AJ","A67AK","A67AL","C54AA","C54AB","C54AC","C54AD","C54AE","C54AF","C54AG","C54AH","C54AI","C50AA","C50AB","C50AC","C50AD","C50AE","C50AF","C50AG","C50AH","C98AA","BS7AA","BS7AB","BS7AC","BS7AD","B79AA","A88AA","A88AB","A88AC","A88AD","A88AE","AB2AA","BD5AA","AX6AA","CL6AA","AX7AA","AX7AB","BV8AA","BV8AB"
"195",51121,98140,98140,50664,47476,90512,7628,52356,36819,9236,6116,17196,4271,1337,NA,52356,36819,9236,6116,17196,4271,1337,63,0,1274,1170,4892,447,5,1114,NA,0,74,199,11,84,197,31,17,70,0,0,43,170,136,158,2038,140,2694,447,5,39,302,132,641,NA,0,0,0,74,199,11,84,197,31,12,17,70,0,0,43,19,170,0,124,139,2038,140,2694,447,5,39,302,132,641,NA,1073,29445,25446,48077,270,47807,45828,1979,36646,4092,7704,11278,8361,14554,2088,25596,205,25391,24440,951,18155,22481,65,22416,21388,1028,18491,1752,4255,6105,4743,7537,1204,2340,3449,5173,3618,7017,884,37378,1891,1788,103,0,15,2398,860,2035,1012,7056,9906,8666,7452,5378,1522,1570,805710,4156,1581,2831,27117,57977,677,516,574,2958,14897,82490,30054,88778,20897,20897,67881,533,11203
"2000",51123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",51123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",51123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000",51125,14445,14445,7031,7414,14174,271,10795,3284,1120,379,1438,347,95,NA,10795,3284,1120,379,1438,347,95,12,0,83,146,6,0,0,119,0,0,0,66,0,0,33,7,0,7,0,6,10,0,17,0,0,0,6,0,0,9,95,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1390,6851,2162,7143,28,7115,6774,341,4640,392,496,1200,1819,2934,302,3828,28,3800,3589,211,1817,3315,0,3315,3185,130,2823,208,306,611,909,1630,164,184,190,589,910,1304,138,6057,22,22,0,0,0,101,111,346,199,398,531,486,1059,1852,1077,689,208300,620,359,795,4113,36769,253,131,494,1494,1795,42917,22230,14352,1743,1743,12609,344,2008
"125",51125,15000,15000,7099,7901,14648,352,10900,3621,1164,827,1428,202,127,NA,10900,3621,1164,827,1428,202,127,16,0,111,271,20,0,0,61,NA,0,0,230,13,0,7,0,5,0,0,0,0,0,0,16,0,0,20,0,0,0,40,21,0,NA,0,0,0,0,230,13,0,7,0,0,5,0,0,0,0,0,0,0,0,16,0,0,20,0,0,0,40,21,0,NA,963,7477,2649,7356,0,7356,6860,496,5060,326,631,1200,1309,3546,344,3833,0,3833,3502,331,2122,3523,0,3523,3358,165,2938,249,430,681,665,1567,241,77,201,519,644,1979,103,5829,54,54,0,0,0,135,337,343,286,385,420,556,1084,2110,754,760,207900,443,424,809,4739,48888,93,123,430,1109,2576,58740,25493,14767,1694,1694,13073,292,2481
"195",51125,14831,14831,7243,7588,14397,434,10281,3997,1441,436,1708,412,119,NA,10281,3997,1441,436,1708,412,119,0,0,119,199,40,45,0,150,NA,0,0,0,0,0,124,0,0,0,0,0,0,11,39,25,0,14,26,45,0,0,86,25,39,NA,0,0,0,0,0,0,0,124,0,39,0,0,0,0,0,0,11,0,0,25,0,14,26,45,0,0,86,25,39,NA,605,7118,3368,7148,0,7148,6898,250,5183,204,534,1095,1153,3233,929,3772,0,3772,3637,135,2128,3376,0,3376,3261,115,3055,118,294,626,628,1703,403,86,240,469,525,1530,526,5797,0,0,0,0,0,80,97,795,364,330,485,611,689,2122,918,455,182720,548,259,534,5078,64313,252,54,222,718,3275,78043,35489,14693,1909,1909,12784,287,3527
"2000",51127,13462,13462,6819,6643,13347,115,10061,3226,878,616,1429,303,60,NA,10061,3226,878,616,1429,303,60,0,4,56,62,20,0,0,33,0,0,5,11,0,0,19,0,0,0,0,0,12,15,0,0,5,12,3,0,0,0,10,0,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494,7275,1516,7282,57,7225,6948,277,3179,353,438,1348,2272,2700,171,3768,57,3711,3577,134,1430,3514,0,3514,3371,143,1749,200,240,632,1163,1423,110,153,198,716,1109,1277,61,6605,14,14,0,0,0,54,20,135,104,276,403,503,1630,2341,883,553,227660,190,287,393,4043,53595,78,118,245,1111,2324,60678,22893,13045,644,644,12401,91,1217
"125",51127,18460,18460,9428,9032,18134,326,12435,5421,1827,1106,2107,381,278,NA,12435,5421,1827,1106,2107,381,278,0,0,278,228,40,15,0,43,NA,0,20,179,0,12,2,0,0,10,0,0,0,0,5,0,21,0,19,15,0,0,15,0,28,NA,0,0,0,20,179,0,12,2,0,0,0,10,0,0,0,0,0,0,5,0,21,0,19,15,0,0,15,0,28,NA,517,9599,3050,10407,36,10371,9471,900,4526,451,550,1588,2450,4867,501,5609,36,5573,5001,572,2012,4798,0,4798,4470,328,2514,270,345,784,1267,2618,325,181,205,804,1183,2249,176,8822,22,22,0,0,0,31,80,332,166,579,659,533,1944,3208,1343,523,273870,153,260,395,5911,70978,71,74,192,844,3880,78511,32473,17905,1058,1058,16847,122,2117
"195",51127,21686,21686,10870,10816,21105,581,14710,6131,1769,1384,2497,481,264,NA,14710,6131,1769,1384,2497,481,264,5,9,250,242,106,0,1,232,NA,0,0,16,0,0,135,0,0,74,0,16,0,0,0,2,31,0,74,0,1,0,107,0,125,NA,0,0,0,0,16,0,0,135,0,0,0,74,0,16,0,0,0,0,0,2,31,0,74,0,1,0,107,0,125,NA,178,11303,4218,11372,42,11330,10933,397,6301,374,728,2105,2334,5174,657,6028,42,5986,5776,210,2800,5344,0,5344,5157,187,3501,178,426,1069,1267,2790,298,196,302,1036,1067,2384,359,9969,45,45,0,0,0,87,129,642,303,361,475,663,1936,3831,1978,683,347885,149,271,384,7157,87904,128,146,179,544,5126,97272,38080,21084,1457,1457,19627,118,3466
"2000",51700,180150,180150,87178,92972,171540,8610,86678,79927,21453,12231,38268,7975,4935,NA,86678,79927,21453,12231,38268,7975,4935,1104,287,3544,2586,3595,244,95,2090,0,28,9,434,8,179,991,24,53,131,0,24,46,38,417,223,297,264,3015,244,95,93,310,253,1434,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4665,83528,21890,92586,9788,82798,78194,4604,42946,5787,12287,23170,25035,24202,2105,48553,8216,40337,38146,2191,15699,44033,1572,42461,40048,2413,27247,3036,6608,12472,12876,12345,1216,2751,5679,10698,12159,11857,889,79107,2272,2272,0,0,132,2287,1067,1417,2074,8594,14058,16122,19712,15541,4936,3828,1952865,7268,5061,10074,47347,36597,3393,2487,6121,15852,18902,42520,17843,174307,24027,24027,150280,1693,15532
"125",51700,180831,180831,87134,93697,168420,12411,84467,78025,20258,12043,36424,9300,5928,NA,84467,78025,20258,12043,36424,9300,5928,1357,399,4172,2014,3735,1007,7,5648,NA,32,0,400,7,65,672,21,38,153,24,7,0,0,280,446,112,145,3347,1007,7,489,1389,278,3492,NA,17,32,0,0,400,7,65,672,21,0,38,153,24,7,0,42,0,96,167,404,112,145,3347,1007,7,489,1389,278,3492,NA,3721,81883,26958,100673,8657,92016,83535,8481,41317,5593,14604,24510,19430,33197,3339,52146,7189,44957,40776,4181,15407,48527,1468,47059,42759,4300,25910,2924,7704,13205,9706,16933,1674,2669,6900,11305,9724,16264,1665,79400,3076,3009,56,11,159,3736,1134,2280,2178,8414,15667,18015,19708,14417,4439,4667,1932515,5267,3400,6970,53830,50744,2147,1519,3133,10852,26199,60467,25549,173092,25090,25090,148002,1229,17459
"195",51700,179673,179673,86860,92813,166211,13462,89922,70974,20569,9877,32307,8221,5315,NA,89922,70974,20569,9877,32307,8221,5315,1306,272,3737,2321,4276,1117,19,5729,NA,25,0,523,35,79,517,59,91,56,0,20,17,4,787,160,249,138,3837,1117,19,733,1492,287,3217,NA,16,25,0,0,523,35,79,517,59,7,91,56,0,20,17,0,4,12,752,160,249,138,3837,1117,19,733,1492,287,3217,NA,3413,82434,30596,95219,8470,86749,81407,5342,46632,4511,11291,26097,18705,30590,4025,49221,7205,42016,39997,2019,18197,45998,1265,44733,41410,3323,28435,2427,6271,13758,9719,15115,1931,2084,5020,12339,8986,15475,2094,76782,3012,3012,0,0,502,3184,1490,2880,1158,8528,14793,16806,17870,15335,5335,5145,1980925,5282,3154,7055,54344,53215,2179,1305,2918,9630,26171,64874,28294,170540,26138,26138,144402,2507,19713
"2000",51710,234403,234403,119830,114573,222769,11634,114557,104090,28595,17805,47321,10369,4122,NA,114557,104090,28595,17805,47321,10369,4122,1160,379,2583,2076,5873,657,34,2994,0,21,8,538,37,96,464,55,112,146,36,72,20,128,229,127,657,156,5047,657,34,98,369,232,2295,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7840,100913,26505,123360,27238,96122,87490,8632,60562,9678,27101,28988,27268,27036,3289,70740,23114,47626,43662,3964,23048,52620,4124,48496,43828,4668,37514,5437,18160,16504,14855,13862,1922,4241,8941,12484,12413,13174,1367,90753,4767,4755,7,5,338,7596,4343,4286,4054,12370,17271,21466,26406,17887,3847,4496,2344220,12024,6883,14465,52806,31815,5500,3392,7988,17729,17659,36891,17372,210605,40857,40857,169748,3232,21204
"125",51710,243056,243056,125797,117259,227025,16031,120431,102374,29956,16687,43042,12689,4220,NA,120431,102374,29956,16687,43042,12689,4220,872,350,2998,1887,6486,1399,225,6034,NA,114,26,396,0,52,356,6,102,186,0,7,18,56,340,334,487,202,5691,1399,225,23,1018,351,4642,NA,10,114,0,26,396,0,52,356,6,0,102,186,0,7,18,0,56,89,241,334,487,202,5691,1399,225,23,1018,351,4642,NA,5581,101876,36603,138735,22675,116060,102634,13426,58194,6880,30514,36058,24069,37526,3688,77663,18714,58949,51736,7213,24803,61072,3961,57111,50898,6213,33391,3634,19426,20832,13127,18713,1931,3246,11088,15226,10942,18813,1757,99469,5521,5455,46,20,325,5233,1935,10670,2628,12088,16986,22704,27996,20463,5093,4525,2464045,7777,5074,10576,61820,44164,3130,2120,5285,13132,25784,52789,24631,221827,40416,40416,181411,2582,19635
"195",51710,244601,244601,127723,116878,226898,17703,120892,101134,27600,18090,41613,13831,4872,NA,120892,101134,27600,18090,41613,13831,4872,1046,206,3620,2212,6682,1798,56,6955,NA,0,7,462,31,370,278,71,17,188,22,20,29,40,359,336,604,251,5809,1798,56,186,843,251,5675,NA,76,0,0,7,462,31,370,278,71,0,17,188,22,20,29,11,40,109,174,325,604,251,5809,1798,56,186,843,251,5675,NA,4907,103863,44060,140204,26578,113626,104945,8681,60836,6481,28526,40290,23164,36308,5435,79114,21296,57818,53636,4182,26504,61090,5282,55808,51309,4499,34332,3644,18495,23248,12882,18068,2777,2837,10031,17042,10282,18240,2658,105137,4622,4426,188,8,321,12870,2778,3783,7973,12950,17923,23844,30927,21993,5012,5106,2680330,7915,4674,8951,66813,51590,2927,1677,4160,11069,30654,62016,29830,218762,41016,41016,177746,3081,22867
"2000",51131,13093,13093,6126,6967,12646,447,9324,3254,1510,256,1376,112,68,NA,9324,3254,1510,256,1376,112,68,0,0,68,88,18,0,0,341,0,0,0,27,0,2,28,0,0,23,0,0,0,0,8,0,0,2,16,0,0,0,293,31,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1462,6235,1436,5581,15,5566,5177,389,4831,328,387,942,1463,2084,377,2866,15,2851,2679,172,1964,2715,0,2715,2498,217,2867,132,197,482,766,1039,250,196,190,460,697,1045,127,4419,109,109,0,0,0,200,103,238,306,839,827,809,916,626,276,232,104715,887,535,984,2913,28276,313,324,606,1217,1098,35034,16591,12833,2633,2633,10200,448,2265
"125",51131,12408,12408,6053,6355,11685,723,8721,2848,1163,190,1289,206,116,NA,8721,2848,1163,190,1289,206,116,36,0,80,44,69,24,7,579,NA,0,0,5,0,4,7,0,0,0,0,0,0,0,0,28,0,4,65,24,7,0,347,9,223,NA,0,0,0,0,5,0,4,7,0,0,0,0,0,0,0,0,0,0,0,28,0,4,65,24,7,0,347,9,223,NA,1006,6304,1777,5774,51,5723,5222,501,4371,257,433,959,1051,2679,395,2882,49,2833,2560,273,1825,2892,2,2890,2662,228,2546,174,208,475,542,1263,220,83,225,484,509,1416,175,4460,39,39,0,0,0,174,57,316,424,901,899,761,1037,407,194,107,79775,759,576,680,3010,34304,244,179,396,682,1379,48117,22558,12134,2723,2723,9411,535,2157
"195",51131,11885,11885,5718,6167,11236,649,7539,3638,1487,331,1513,307,59,NA,7539,3638,1487,331,1513,307,59,37,0,22,128,110,11,0,400,NA,0,0,33,0,0,5,7,6,15,0,0,0,0,0,62,4,3,103,11,0,2,321,11,66,NA,0,0,0,0,33,0,0,5,7,0,6,15,0,0,0,0,0,0,0,62,4,3,103,11,0,2,321,11,66,NA,549,6185,1970,5109,14,5095,4891,204,4660,135,510,877,946,2158,483,2399,14,2385,2281,104,2213,2710,0,2710,2610,100,2447,49,228,527,433,927,235,86,282,350,513,1231,248,4194,60,55,5,0,0,123,12,418,158,588,1041,726,724,644,335,173,90750,498,305,547,3798,47227,102,47,252,861,1849,59717,28518,11529,2079,2079,9450,338,2641
"2000",51133,12259,12259,5848,6411,12065,194,8305,3686,1067,492,1971,156,74,NA,8305,3686,1067,492,1971,156,74,5,3,66,97,39,7,11,40,0,0,5,44,0,0,6,9,9,8,0,0,0,0,16,0,0,7,32,7,11,0,0,35,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,885,6537,2054,5095,0,5095,4894,201,5143,195,213,815,1384,2058,430,2603,0,2603,2456,147,2155,2492,0,2492,2438,54,2988,98,83,420,692,1028,282,97,130,395,692,1030,148,4379,49,43,6,0,0,69,92,226,241,573,516,817,858,860,210,514,130415,746,380,667,3676,38129,196,192,335,1203,1849,49047,22917,12247,1505,1505,10742,343,2877
"125",51133,12389,12389,6070,6319,12027,362,7657,4277,895,550,2563,269,93,NA,7657,4277,895,550,2563,269,93,0,0,93,142,10,69,0,141,NA,0,0,35,0,0,47,0,0,4,0,10,11,0,11,24,0,0,10,69,0,0,40,0,101,NA,0,0,0,0,35,0,0,47,0,0,0,4,0,10,11,0,0,11,0,24,0,0,10,69,0,0,40,0,101,NA,661,6830,2134,5935,0,5935,5364,571,4786,401,443,854,793,2908,536,3063,0,3063,2679,384,2126,2872,0,2872,2685,187,2660,202,243,396,401,1451,370,199,200,458,392,1457,166,4243,59,59,0,0,0,125,124,599,269,395,570,774,938,820,172,613,142890,300,359,484,4414,51911,121,131,230,895,2353,60847,27980,12359,1144,1144,11215,226,3526
"195",51133,12190,12190,5931,6259,12029,161,6834,5102,1782,538,2431,351,93,NA,6834,5102,1782,538,2431,351,93,22,0,71,98,50,0,0,13,NA,0,0,8,0,9,12,5,0,0,0,16,33,0,15,0,0,14,36,0,0,0,13,0,0,NA,0,0,0,0,8,0,9,12,5,0,0,0,0,16,33,0,0,15,0,0,0,14,36,0,0,0,13,0,0,NA,231,6746,2833,5013,0,5013,4781,232,5531,39,242,662,640,2552,878,2562,0,2562,2372,190,2508,2451,0,2451,2409,42,3023,0,103,301,318,1374,466,39,139,361,322,1178,412,4163,8,0,8,0,0,40,88,374,71,423,691,517,901,833,269,594,147575,354,260,508,4462,62632,142,154,248,596,2571,71203,36261,12143,1776,1776,10367,292,4181
"2000",51720,3904,3904,1757,2147,3861,43,2965,882,43,101,676,62,14,NA,2965,882,43,101,676,62,14,0,0,14,0,35,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,1863,374,1569,0,1569,1455,114,1595,79,180,442,364,460,44,801,0,801,739,62,593,768,0,768,716,52,1002,40,98,218,193,234,18,39,82,224,171,226,26,1337,6,6,0,0,0,58,20,34,148,402,281,237,155,48,45,105,26715,379,239,293,819,22788,148,116,173,343,288,30889,16024,3849,876,876,2973,69,499
"125",51720,3971,3971,1681,2290,3916,55,2738,1178,108,128,679,263,0,NA,2738,1178,108,128,679,263,0,0,0,0,0,0,0,0,55,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,18,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,18,NA,247,1839,528,1921,0,1921,1814,107,1231,71,278,339,414,783,36,951,0,951,901,50,403,970,0,970,913,57,828,14,88,227,211,404,7,57,190,112,203,379,29,1571,0,0,0,0,0,63,0,21,152,324,454,267,195,185,0,57,25770,206,141,272,1082,38983,21,100,63,246,529,55974,23213,3927,808,808,3119,94,373
"195",51720,3970,3970,1852,2118,3824,146,2951,833,76,178,563,16,40,NA,2951,833,76,178,563,16,40,0,0,40,0,146,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,NA,110,2012,625,1798,0,1798,1607,191,1283,77,159,362,495,629,76,868,0,868,782,86,488,930,0,930,825,105,795,28,113,108,295,298,26,49,46,254,200,331,50,1474,60,60,0,0,0,0,0,62,119,595,305,240,122,100,12,41,19190,292,154,291,891,29000,181,60,71,178,478,44891,21741,3913,1102,1102,2811,91,521
"2000",51135,15725,15725,8113,7612,15499,226,12398,3002,1065,254,1541,142,99,NA,12398,3002,1065,254,1541,142,99,0,6,93,37,26,0,5,158,0,4,0,10,0,0,16,0,0,0,0,0,0,0,7,0,0,4,22,0,5,0,124,20,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1477,8160,1204,6387,37,6350,5973,377,6131,323,570,1277,1851,2106,260,3385,37,3348,3215,133,3037,3002,0,3002,2758,244,3094,174,309,688,937,1108,169,149,261,589,914,998,91,5512,34,34,0,0,9,102,30,209,296,926,918,739,725,568,466,1049,165310,820,583,964,3303,30866,352,315,531,1411,1344,39625,15552,14045,2819,2819,11226,430,1906
"125",51135,15875,15875,8113,7762,15570,305,12224,3165,1005,411,1602,147,181,NA,12224,3165,1005,411,1602,147,181,6,0,175,71,37,0,0,197,NA,5,0,0,0,0,40,0,0,0,0,0,0,0,13,13,16,0,21,0,0,0,161,9,27,NA,0,5,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,13,13,16,0,21,0,0,0,161,9,27,NA,1099,8727,1230,7409,128,7281,6344,937,5555,579,653,1370,1673,2619,515,4233,128,4105,3486,619,2547,3176,0,3176,2858,318,3008,190,475,760,1103,1396,309,389,178,610,570,1223,206,5761,28,28,0,0,0,150,284,159,317,946,899,673,906,809,561,1112,176245,649,346,879,3630,38209,247,94,381,1016,1919,53583,20188,14943,2512,2512,12431,349,2208
"195",51135,15433,15433,8471,6962,14844,589,11956,2738,704,406,1460,168,150,NA,11956,2738,704,406,1460,168,150,30,0,120,9,74,190,0,316,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,0,69,190,0,0,257,0,59,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,0,69,190,0,0,257,0,59,NA,855,8531,1627,6028,0,6028,5783,245,6771,357,707,1126,927,2420,491,3198,0,3198,3076,122,3900,2830,0,2830,2707,123,2871,201,444,595,367,1335,256,156,263,531,560,1085,235,5238,18,18,0,0,0,95,107,268,315,886,729,792,805,481,452,998,155900,512,299,577,4058,45535,203,112,248,1073,2036,56807,24571,13754,2519,2519,11235,386,2291
"2000",51137,25881,25881,12524,13357,25401,480,16145,9024,3110,1359,4052,503,232,NA,16145,9024,3110,1359,4052,503,232,8,16,208,243,69,6,9,153,0,6,0,42,17,0,105,10,0,4,0,0,0,0,35,24,13,19,37,6,9,16,42,31,64,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1637,13198,3367,12485,8,12477,12117,360,8077,604,928,2408,3455,4495,595,6652,8,6644,6432,212,3170,5833,0,5833,5685,148,4907,292,472,1308,1895,2324,361,312,456,1100,1560,2171,234,11114,71,59,12,0,5,293,61,391,439,1129,1213,1191,1770,2956,1012,1834,382440,941,479,1164,7558,42889,373,254,804,2439,3606,48197,21107,25428,2327,2327,23101,465,3829
"125",51137,33625,33625,16473,17152,32140,1485,19108,12629,4850,2486,4528,765,403,NA,19108,12629,4850,2486,4528,765,403,61,0,342,404,394,62,0,625,NA,89,0,119,0,21,86,80,0,9,0,0,0,0,0,0,17,0,377,62,0,0,229,28,368,NA,0,89,0,0,119,0,21,86,80,0,0,9,0,0,0,0,0,0,0,0,17,0,377,62,0,0,229,28,368,NA,1203,17208,5319,16276,61,16215,14621,1594,10694,397,1396,3044,3539,6981,919,8563,50,8513,7464,1049,4554,7713,11,7702,7157,545,6140,135,821,1561,1778,3695,573,262,575,1483,1761,3286,346,13015,343,96,14,233,0,244,195,597,396,1141,996,1569,1795,2921,2023,2956,544230,519,635,1202,10261,59501,225,245,667,1934,6347,67649,27456,33039,3653,3653,29386,374,5496
"195",51137,36010,36010,17712,18298,34339,1671,20120,14015,4303,1822,6916,974,204,NA,20120,14015,4303,1822,6916,974,204,10,0,194,278,212,142,9,1030,NA,0,0,73,0,23,74,0,0,50,0,0,0,44,0,14,70,0,142,142,9,3,125,44,858,NA,0,0,0,0,73,0,23,74,0,0,0,50,0,0,0,0,44,0,0,14,70,0,142,142,9,3,125,44,858,NA,809,18100,6342,18042,0,18042,17007,1035,10873,1063,1604,3102,3589,7385,1299,9786,0,9786,9203,583,4147,8256,0,8256,7804,452,6726,529,817,1610,1908,4183,739,534,787,1492,1681,3202,560,15532,158,36,0,122,0,112,70,852,413,1114,1227,1362,2797,3891,1474,3594,605800,556,511,1013,11599,71548,256,108,556,1417,7146,83482,32292,35171,2873,2873,32298,374,6571
"2000",51139,23177,23177,11366,11811,22825,352,18445,4285,951,573,2522,239,95,NA,18445,4285,951,573,2522,239,95,4,0,91,127,52,22,14,137,0,0,0,17,0,0,66,6,0,2,0,0,12,9,15,0,18,9,25,22,14,7,57,26,47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2622,11891,1572,11516,5,11511,11061,450,6981,710,1000,2543,2969,3810,484,6284,5,6279,6033,246,2795,5232,0,5232,5028,204,4186,397,573,1408,1562,2073,271,313,427,1135,1407,1737,213,10107,12,12,0,0,8,166,81,473,509,1475,1651,1443,1230,1376,1044,1646,336655,1112,714,1687,5800,33359,446,395,1008,2652,2150,39005,16321,22826,2845,2845,19981,509,2944
